,txn_hash,address,to_,token_id,price_value,price_currency
56,0x9f89600e070d6c781cfb2f789d8c81a97d38ea1a5d1ddfaa2ade889891c402c3,,0xbed262002f6a979f00ec6474f140acf26b264268,,0.1,ETH
57,0x5b9612f56882e3f93522eaf84157a08fafc385c3833f9bb884a52512b2259379,0x15a2d6c2b4b9903c27f50cb8b32160ab17f186e2,0x39151df740cc4d0ee4b0994c7ec17247ff513e07,72.0,,ETH
58,0xaf563c7dfc01b1855475ee00c93d7511d3c4680b019cdade5d08ea3770cd31a3,0x3a3fba79302144f06f49ffde69ce4b7f6ad4dd3d,,3485.0,,ETH
59,0xac1fae5bf134ceb99e8ebef7a2ae928d7f4073bb6a2ba35e77dba1aa181b56f0,0x6de23ad75058a543152acda75ffbe1a270fc642f,0x5109dcea2e62bd9eb67b5cbeb9255b23852f945c,195.0,0.069,
60,0xda53bec7914e9df103c23c8d4c40c1ad0f775b9bce42bf86f106b8015597d6d5,,,6122.0,0.088,ETH
61,0x1ed13db7ea4d4686a9a58c7fc2abdded44d143796d170554f04a54c68085a9ee,0xe785e82358879f061bc3dcac6f0444462d4b5330,0x29664e652ca8f8f2d95de3b33cc0ae7247fc0aa9,9683.0,3.5,ETH
62,0xfc2d25b423060c13ef9c85fe61e8cf44a508fdd3bfe381e35fe218371becf5e5,0x8cd3cea52a45f30ed7c93a63fb2b5c13b453d5a1,,3264.0,0.165,ETH
63,0xba7e1e26d34394d33ccf9c1898beebd2d6808bec4e5559a6b1ec1ddaa96532e7,0xaadba140ae5e4c8a9ef0cc86ea3124b446e3e46a,0x8a3708558a1ab29de8b3389a6ade86433c220c39,6052.0,0.6,
64,0xe6e9943addb456386d1c778bbbe6989d210304d57c232ac4f702d4d9d046ad6c,0xc3ed81a36fb2d278c6826f1005bb7a25c0cb43da,,,,
65,0xe7b5726e58d03d4b9cfd393f8b5adec2ad9e196a809f33398e528fcabf6ef385,0x2f14f1b6c350c41801b2b7ba9445670d7e2ffc70,0xdccaf403ab9f96bf8351f7fd33806c3a2f966a8e,6859.0,,ETH
66,0xc7a5cedf5c00ddc37a98413bcf2b6446afc8cc97ff1ccc33d0967988c1ecfe1e,0xb159f1a0920a7f1d336397a52d92da94b1279838,0x740c569f20076f1d96be1222240d55a5eed29df5,5840.0,0.3,ETH
67,0xf4e29d2d60bd058a71af66436a00ee0a825f2b5ac76bd5c387cf1cbc7a252da7,0x56681458e00cafe1206313d2d033946f458fdefd,,1526.0,0.34,ETH
68,0xf4da2f1203e9f0de78ea41ede629bb547eff38f6840ea505cb986e2e65f90d03,0x273f7f8e6489682df756151f5525576e322d51a3,,20010261.0,0.179018114324478,ETH
69,0xfbd2fe6d67ee44751d8f564d6a30e89ac55c2a407bcf157dee20a3cacd898fb5,0x8fa6a34aa6a246f3e7f60d43f3596a5e61bed879,0xda517398768f31c465b76900b737dc3c80a8840c,2446.0,0.15,ETH
70,0x36d1bda427d767c78473275fd4114cbafa1cac806647ac8774220d70dc6e49c9,0xa1faa8da7fc65ed1fad43dd9700ed332a8e20b0f,,1640.0,,ETH
71,0xc4895b53afa2a65591814b67630e8a914fe6d6adf41bfdc64fddafe80a31dd07,0xd5a73977e6effc252a7f1af4548ba11ff7187616,0xb235ba58e93ba482b19e81d66eb001cd6ffd601b,2223.0,,ETH
72,0x29a4ea4657ddbdd5db3db650d93968d69c2685a610d01bea9a592fdd60a0f854,,,1525.0,,ETH
73,0xf6c377a4f87e7e277b31cf4d08b7c2e1e0e2348c3bdb95eaf706ae0f1ec1a622,0xf36446105ff682999a442b003f2224bcb3d82067,0x260dc397ed840301d823f6cb0c28e99d35e6b14b,,0.21,
74,0x5fde7c393a3ae6e64ddb9bf1d1c9b115993bfce71fac372d67fb51ee5eb98398,0x6264e45d7118f727314633d8e4c503d51d3b0d03,0x0be8e8c813c06960e411f10ca65db70b28e2fda3,,0.031,
75,0x05b0e6e3a80184d94679ada1d198c5306713112e726b20fa3012c8fa508bcfcb,0x76acf2775374b6b8731aba327447020e9d8ab869,,,0.21,
76,0x74c0dbec1d633b4cc30a7d3f7faa26b60e24e20da36a403795695b9e74af5702,0xa406489360a47af2c74fc1004316a64e469646a5,0x8f688a91695f7d2a1e93e57cedcbf5c5202f617b,,0.2345,ETH
77,0x6f99ed81304ac9c5b226c7ba2e8931f4bf15a0dd15c94cf97fd3d6f00792e2dd,0x520e08245865af97709f9d693a21901e78c7f645,0xb7961099c613c79b8cc62bdc06237948cb6b68e6,1655.0,0.057,ETH
78,0xed3303f4006e39f0cf59ff3cd0336dac66061996a01f6e0182afb5ea64aae39e,,,4297.0,0.08,ETH
79,0xc075c195eba95700d648e91b24119aa5d1cff18cb6125480b9a3dd099b5826e4,,0xe77e119539adfda7d2b3ef6bcdedee45d3ebfab8,6721.0,0.3,ETH
80,0x87181869d680bf6814534439574c944b700c98c3fbe190cd447210484faa9a3f,0x6d0de90cdc47047982238fcf69944555d27ecb25,0x4806a418588d22de0c6a4f7f00d4bf43b2b61dd4,6775.0,0.4375,ETH
81,0x29f4102b8411cb3c4e34ad90d4a44f6136bf22c35cc0d529eaea33b91ddcd1ef,0x4e76c23fe2a4e37b5e07b5625e17098baab86c18,0x64feacf05bc3efd6c6145e97383f196e150a7ac4,12597.0,0.22,ETH
82,0xe8a6f58a858fd8b79a73a0795cc365392a2c563f89981c9e60ef05d0bf3902e7,0x7afe30cb3e53dba6801aa0ea647a0ecea7cbe18d,0x62073bf91edd026b47feb2346f0a3c133edd28d0,5036.0,0.975,ETH
83,0x893e0a48ebcdc716b0ba45eade8a57ae4963654b59f311d9adb9599cee86b870,0xdd467a6c8ae2b39825a452e06b4fa82f73d4253d,,2511.0,0.28,ETH
84,0xafaedd3816822c51293e057c9eb1e593683799fcc6c1bba87a24b138803a8463,0x58091d4c4f8f37a103789dc0341616717a6f31cf,0xcb63954e3577420cbd9a35da86057b8857f0d1b3,,0.205,ETH
85,0x6cbae1a4e3068402ceebfb566a14e0ea1a8515000483b9fb9a6681e0053d4e11,0x0c2e57efddba8c768147d1fdf9176a0a6ebd5d83,0xec993ef3f452ac043e1b2d43f53915028da3ab7f,6103.0,1.09,ETH
86,0x95579c4e2c6080c440e3b596200afb9ec602bcd9daa2d5c4a2ec6287d76b1577,,0x8caecb030b39f68339cde5de4cf2979ccc81c456,4544.0,0.32,
87,0x9a2369506abf7df479bef5e70b7d031bb3aa4eba558913715103f171be83ea40,0xaaf03a65cbd8f01b512cd8d530a675b3963de255,0xa5806c63d4eb09b60920e9a69a88dcc306ee0f86,26129.0,,ETH
88,0xcd0125982a075ec4b8599edbf1fc1e82c6d683bfd904a1ddb85b5339204aa33d,0x68bd8b7c45633de6d7afd0b1f7b86b37b8a3c02a,0x08ae391547edef4a414a8fd0d46eef9b81787226,,,ETH
89,0x80582c7c146e24706cbf07bf84eea2d35c6297500a71993ad397b5010977c34b,0x6d05064fe99e40f1c3464e7310a23ffaded56e20,,9571.0,,ETH
90,0x4a5b7ed08fa4043a61f7296edb34973cc335fd140a697cde1440f5d0c0997b10,0x31f3bba9b71cb1d5e96cd62f0ba3958c034b55e9,0x7c17d8dfcfc5672df200acffe41fcd5c81252566,1628.0,,
91,0xb55fe21b967a65e61da24ac3e2e4e3f8c98f7a0465db7333949682559a7560c8,0x76b3af5f0f9b89ca5a4f9fe6c58421dbe567062d,,,0.0495,ETH
92,0x1c270a95b710e3d0669078abb498a9594eeae934af88439b09f55f4053665219,0xe6028b8ecd996f719a5d5ad0c15f3667258eebe0,,,0.05,
93,0x1e4ee1b2b30b45ba299981694c60038ebb665dcffda125916e8a429dec341655,0xc03844f07f86ad1d90a1c4a2a8204dcf00f3a991,0xd1f33cff36494975fb724ba05627107cabf8b7e4,30300078.0,,ETH
94,0xcf3a697a5824546fdee57e96552a37aa492951a370fbca5e23f621ab8eddfa55,,0x4a5dc87a3bfcba0e4c80de492c3f3af1cf06990c,,0.055,ETH
95,0x274e0d37ba0e9b9b743b4b0a8dc696c4003f72d9cedf0ccc3a3aaca386b0699a,,0xc3ccf06567a78810e5a607563ab8a671ec08cd78,5771.0,0.0543,ETH
96,0x1a3ebe9fca5096a038cd68fa6349e2b3fad06eeb0bee926ca77a10d1fab6c310,,0xbf6c7208a0ad7612c53bffb567e7365a3d02e86a,3277.0,0.016,ETH
97,0xa5fcc989c592e6d537fd0d60ec6dd1c3312a0c93bb2bd89c117a044755503ddd,0x9aa03df95b6d3c6edfb53c09a4a8473d0d642d32,,,,
98,0x9a25f906e7fb2d692d2f42599317bcc3db0399f123f92aeccbbff55e4f8330e4,,0xe8edbe057b5c7bcf44c9dae6fd031f648b55f25a,3949.0,0.9,WETH
99,0x44233e6b727438451754073a763a751ac2b74609116a0773e968b55ff1b7c2d8,0x7afeda4c714e1c0a2a1248332c100924506ac8e6,0xe98903c3a84e7208806f0da97af42014ef1c8a92,3024.0,1.2899,
100,0x7f7159e5b1bb9c785456a0c825a5b044c5f272cf7a961523495ff7d94d363f9e,0x9401518f4ebba857baa879d9f76e1cc8b31ed197,0x0b84da39d006c40322d04a10772f2f36118769f2,1677.0,0.199,
101,0x38fced171210fa0f6c273256c2b9fe6c00c6fe457d353b0242d39773df4f02ca,0x3fe1a4c1481c8351e91b64d5c398b159de07cbc5,,8124.0,0.32,ETH
102,0xd51b71fafba2013205d26ec34028df40372a0e0e289379a4bb2069f71dc63d65,,0x7be4456e86880b43a47b6ec462baa9fd5529dd28,8970.0,,ETH
103,0x067620346f36ec2e2558d4cc9d27d31bda1aa502628401633ea6d9e4edd4ce47,0xf6e2c197e96b63b982ca639262cdf0a5f296d528,0xd70ad3015dab6dbcb203583e866adb92a2c453e7,4589.0,0.049,ETH
104,0x81cf1e9e0e124e38f3e168f13ed97b3649d1b18d619c365f92e3bd06f3e83e44,0xde996c385948566a3987090457ed8dbd43ca845a,0x0cfcd5950999f3f39a307fd67e6442f9199eae1a,2756.0,0.25,ETH
105,0xa64db55c764a5a30d3b898c530944ed87f2bbe5096c73d5dde6b8c7319cb4945,,0x472d92ca0a936fa7d76b68cffd1e89a4f85ecade,247.0,,ETH
106,0x53a5ccc40c484fe364eb8b08590937de3fb39ccf284744e063d7d77cd2629390,0x7c40c393dc0f283f318791d746d894ddd3693572,0x5d54dbac524eed9fe4606f65fc0f069e704323a6,5463.0,0.69,
107,0x16d34704d3d581fe9d7f4ee1e3fd4ad9f4adff700df4200d9b0de04cc4e77b84,,,1374.0,0.09,ETH
108,0x7d9763fd8765722c4393e6fd116b7f393306a195e85331adaf129a46f7fbb87b,0x18c7766a10df15df8c971f6e8c1d2bba7c7a410b,0xae9b40792428e1c0b4f213fc05e02e4c3f0cada7,621.0,0.6,ETH
109,0x91687eb96c07391a54d97ce111cca2e5b89e38ce8301f216deacd38d2322332b,0x58f94bf3da128a3cae7829359c26b3dc0577e28f,,998.0,0.0349,ETH
110,0xc75b20a0bf4e1181c606e8491b5e1c2e4237e8521048ae78c095a9aeb75a2607,0x1e1b4e127a510cafa6d0eaec024a4319a5e18821,0xc2978441f46a76c60e0cd59e986498b75a40572d,1107.0,0.109,
111,0x14164c6590e4b6e8535114699d47288f9f99ba596e648dd0d11732c41c9dc3f7,0x8bb186371d019a190e4fc01584dd164ae10063a8,0xf286e07ed6889658a3285c05c4f736963cf41456,339.0,2.95,ETH
112,0xbfaf7cb7c56a2287dd7b852c8e8e679222863a1a23d2521e0dd543cb8dd1b588,0x9eeaecbe2884aa7e82f450e3fc174f30fc2a8de3,0xabdaf8dbfa933e0a3a255a4ae615b6b3df7c7f29,,1.16,
113,0xb8084e1974e98810d582ad2c1e636182fb959b17cb7da9e98cc9012b28d0d0c2,0x329fa32f6520fb67bb3c1fc3a6909beb8239544c,0x6a8a1a7af701809f0a3105f9b8cc83fcd0421eb0,7283.0,0.06,ETH
114,0x5c437b2c4c50c6af58002d87fd05600e291d00c51e1463afa87edad9861c319c,0x74a69df3adc7235392374f728601e49807de4b30,0xd5a9c4a92dde274e126f82b215fccb511147cd8e,,0.0133,ETH
115,0x0540ab85f77db87e5042429d4308bf6d21048020594b5c3adf44dd6bad77359b,0x44a144f115b11ab052563ca17dfd430c914bd989,,4993.0,0.03,ETH
116,0x7cc3141e41a05d01f58a9c75f21bc9a12d33dbab2c7e91fadfbbcc6eaa1740b1,0x7feb477600a03fd6ab1fe451cb3c7836a420f4ad,0x672b6ce65cb4f465f6a96293b7372ca42573f4ae,1286.0,,ETH
117,0xdd55b5b09d792a166ac63e192ae7486cddd0e45909f7f5907a3a80dae257516a,0xfbb6684ebd6093989740e8ef3e7d57cf3813e5a4,0xad1452a531b410c268e3f98558ae598fb810e0c0,3144.0,0.011,ETH
118,0x241701f9272f117245c97f8a63417b0b961cb0f572999fccd5de3d91077bb099,0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,,8736.0,0.5,ETH
119,0x7a087126a8add830414e2d6531e419057ea5613f653943743b8d73fa4e052c77,,0x3450265c76c0fb04b4a6b5195aebe00314040c6f,1961.0,,ETH
120,0x42b2c41b06787b85e091f3208a881276e26864dbcd715b172429316b0e1d8495,0x454cbc099079dc38b145e37e982e524af3279c44,0x744069464e6c95a66d82edd6b595ae347050c290,6817.0,,
121,0x8fd4b1ee36b941c1f85ed6d37e1b7d3cc860d86a875ca7829e5863724b417961,0xb5d0b808022a501ab25e5db08cf03e747f0551f2,,4780.0,0.03,
122,0xce6465b86fc66ce60ae52a95886193b787e421b42de526d40c342d0ab01c7977,,0x4d9e86a5ac368aa4df0473ef07e13ec2fbe04025,6946.0,3.2,ETH
123,0xda0ad2cac8b11628fcbaea46ed036727d7ca57ceda6c212ea81e90fde925abbb,,0xaac46c662f5cbeac965b0093ff900a8209c12175,7504.0,0.1,ETH
124,0xd3c01d54b6e5b0a58ff15dd6e2221bc6db27fd360db4c6fcc2014aef542ce506,,,1149.0,0.075,ETH
125,0x55884eafb148fa8377e32f0aed0c84f38d68390f0f974a3c7179c74de2696d0b,,0x1092b3e4cd5823a2432cd61864dbe2c235393c1c,,0.2,
126,0x5e3c83819db625d676016e2af8989aca04aeea966a9e675429670c9556d08df6,0x763864f1a74d748015f45f7c1181b60e62e40804,,,,
127,0x0e78e42987ee201568ed55f5a1783f6cfa7334e4f3831503db9350899a49a98a,0xc1caf0c19a8ac28c41fe59ba6c754e4b9bd54de9,,3190.0,0.79,ETH
128,0xfc76a86596aa4088efecb214edfca35bd0556d795b9583ee145e7e80d1eacad3,0xd1d411d2da363144248b98adab453aa3b19ccf04,0x8c7b72188527d71aad87d0c68acc7017f89c9422,,0.022,
129,0x753969fd1125ba73f7153b5024e02b4376ddf66950efd4b103dd1bfb82947a41,0x34a32df38fc511bf002aed9dec1b70e16870317f,,1928.0,0.195,ETH
130,0x8e026289ab274cca83208ec840e2e6c2c8bc2f14b810c73c71e075424ffd84c6,0xdfe3ac769b2d8e382cb86143e0b0b497e1ed5447,0x7dd711c04e7426bda145aea0635e79e8fbbd8fbc,,0.12,ETH
131,0x8afe7b19d4bc24b204f2e6ba08d932d14f99eb715720fdffa52ed43daa98b538,0x78a5e2b8c280fa5580fbe1e1ed546183f959d305,0xde43f3cf604f51b888edf23418294b369cdd976f,1901.0,0.285,ETH
132,0xab61ee45709b077eee76bad60f7d08ab8015653bf99ddd84414e885b5389c8de,0x123b30e25973fecd8354dd5f41cc45a3065ef88c,,547.0,0.24,ETH
133,0x0dda3738e9ec11bd5b34de446d7edec80f9bef3f0f33e22c24b82f8b0644004d,,,1093.0,0.44,
134,0x7936a75f76a34001dca94bf9cf9b63ebc8c1fa3a1050298af337d576db535281,0x6e188bcbfc30a461c83edc70601cb088f560b730,0x5146a5e02a28e349e3650c9c0802df2551a9252a,9139.0,,
135,0xc0d4bb5889a3855182c0cccda9b5234303dd007a03f0cdc963b4ee3b8578f80d,,0x95e8bc9704ed8dabce0fc899eeb1aaad13747b16,1972.0,1.8,ETH
136,0x9648ac13bd1fa34c1827b5a1d1cf63cd4221eb430218f45268f2c5e96c2a5a4a,0xaae71bbbaa359be0d81d5cbc9b1e88a8b7c58a94,0xa607769d78913f9cd24707dc38117c7b1c0709c0,4323.0,0.1888,ETH
137,0x31a7416cdb712a211b73e3f1aab6d005b6123725592e38472c4899fd52daeab1,0xc5e55e4bd5fef12831b5a666fc9e391538acdc45,0x4e1dcabc6da44cd7bab3c1b6675184df78bbbf09,3262.0,,
